Id,Name,Region,Add,Town,Px,Py
C1_382000000A_110400,三芝三板橋,新北市,新北市252三芝區北新路(往上走),三芝區,121.51802,25.20721
C1_382000000A_110404,後厝漁港,新北市,新北市252三芝區,三芝區,121.47426,25.25566
C1_382000000A_110406,淡水福佑宮,新北市,新北市251淡水區民安里中正路200號,淡水區,121.43994,25.17031
C1_382000000A_110407,馬偕墓園,新北市,新北市251淡水區真理街26號,淡水區,121.43791,25.17705
C1_382000000A_110409,淡水禮拜堂,新北市,新北市251淡水區馬偕街8號,淡水區,121.43843,25.17201
C1_382000000A_110411,滬尾馬偕醫館,新北市,新北市251淡水區馬偕街6號,淡水區,121.43855,25.1718
C1_382000000A_110412,李天祿布袋戲文物館,新北市,新北市252三芝區芝柏路26號,三芝區,121.51209,25.25553
C1_382000000A_110415,淡水文化園區-殼牌倉庫,新北市,新北市251淡水區鼻頭街22號,淡水區,121.44698,25.16589
C1_382000000A_110416,淡水海關碼頭園區,新北市,新北市251淡水區中正路259號,淡水區,121.43175,25.17448
C1_382000000A_110417,淡水氣候觀測所,新北市,新北市251淡水區中正東路42巷6號,淡水區,121.44931,25.1646
C1_382000000A_110421,滬尾水道,新北市,新北市251淡水區水源街二段346巷5號,淡水區,121.46467,25.17502
C1_382000000A_110422,多田榮吉故居,新北市,新北市251淡水區馬偕街19號,淡水區,121.4374,25.17323
C1_382000000A_110427,公司田溪程氏古厝,新北市,新北市251淡水區新民街一段138巷7號,淡水區,121.42821,25.18946
C1_382000000A_110429,淡水八角塔,新北市,新北市251淡水區真理街26號,淡水區,121.43747,25.17665
C1_382000000A_110430,淡江大學海事博物館,新北市,新北市251淡水區英專路151號,淡水區,121.45042,25.17619
C1_382000000A_110431,淡水紅樓,新北市,新北市251淡水區三民街2巷6號,淡水區,121.43941,25.17142
C1_382000000A_110434,新北市忠烈祠,新北市,新北市251淡水區中正路一段6巷31號,淡水區,121.42828,25.17896
C1_382000000A_110439,淡水漁業生活文化影像館,新北市,新北市251淡水區中正路233-2號,淡水區,121.43453,25.17368
C1_382000000A_110440,三協成糕餅博物館,新北市,新北市251淡水區中正路81號,淡水區,121.44049,25.16943
C1_382000000A_110442,北新有機休閒農場,新北市,新北市251淡水區忠寮里7鄰演戲埔腳3之2號,淡水區,121.47161,25.19226
C1_382000000A_110450,紅樹林生態教育館,新北市,新北市251淡水區中正東路二段68號2樓,淡水區,121.45878,25.15469
C1_382000000A_110453,橫山梯田,新北市,新北市207萬里區茂長里、橫山里,三芝區,121.52273,25.25098
C1_382000000A_110454,富福頂山寺(貝殼廟),新北市,新北市252三芝區圓山里二坪頂69號,三芝區,121.53965,25.23847
C1_382000000A_110457,番婆林觀光花園,新北市,新北市252三芝區錫板里17鄰番婆林44號,三芝區,121.49455,25.23736
C1_382000000A_110461,二號倉庫．文創,新北市,新北市252三芝區中山路一段4號(三芝農會旁),三芝區,121.5007,25.25869
C1_382000000A_110465,木屐寮農莊,新北市,新北市252三芝區圓山村4鄰38號,三芝區,121.52925,25.22606
C1_382000000A_110475,源興居,新北市,新北市252三芝區埔坪里埔頭坑 164-2 號,三芝區,121.50904,25.24926
C1_382000000A_110477,谷垚陶坊生活藝術館,新北市,新北市252三芝區後厝里蘭陽街40號(芝蘭別墅),三芝區,121.47523,25.24317
C1_382000000A_110501,桶後溪,新北市,新北市233烏來區桶後溪,烏來區,121.63138,24.83681
C1_382000000A_110503,直潭山登山步道,新北市,新北市231新店區直潭山,新店區,121.56798,24.92113
C1_382000000A_110510,新店渡船頭,新北市,新北市231新店區渡船頭,新店區,121.53676,24.95108
C1_382000000A_110516,水資源生態教育館,新北市,新北市231新店區新烏路三段43號,新店區,121.56253,24.90453
C1_382000000A_110538,瓊仔湖公園步道,新北市,新北市243泰山區黎明路,泰山區,121.42334,25.05091
C1_382000000A_110539,泰山娃娃產業文化館,新北市,新北市243泰山區楓江路26巷26號4樓,泰山區,121.43465,25.06205
C1_382000000A_110546,三峽染工坊暨三峽藍染中心,新北市,新北市237三峽區中山路20巷3號(歷史文物館旁),三峽區,121.36923,24.93447
C1_382000000A_110550,簡單生活藍染工作室,新北市,新北市237三峽區插角里90號,三峽區,121.40694,24.87055
C1_382000000A_110577,山尖路步道,新北市,新北市224瑞芳區山尖路174號,瑞芳區,121.84803,25.11209
C1_382000000A_110584,漁光里步道,新北市,新北市232坪林區漁光里,坪林區,121.72756,24.96797
C1_382000000A_110585,天上山系步道,新北市,新北市236土城區天上山,三峽區,121.45598,24.94614
C1_382000000A_110588,鳶山登山步道,新北市,新北市237三峽區鳶山,三峽區,121.35418,24.93018
C1_382000000A_110589,五寮尖登山步道,新北市,新北市237三峽區五寮尖山,三峽區,121.36563,24.87692
C1_382000000A_110603,雲森瀑布,新北市,新北市237三峽區雲森瀑布,三峽區,121.46603,24.83442
C1_382000000A_110604,大同山登山步道,新北市,新北市238樹林區大同山,樹林區,121.4157,24.99008
C1_382000000A_110618,八里左岸自行車道,新北市,新北市249八里區左岸,八里區,121.44295,25.15135
C1_382000000A_110619,金色水岸自行車道,新北市,新北市251淡水區渡船頭,淡水區,121.46121,25.12518
C1_382000000A_110624,瑞芳風景特定區,新北市,新北市224瑞芳區汽車路89號,瑞芳區,121.84345,25.10981
C1_382000000A_110625,烏來風景區,新北市,新北市233烏來區烏來街45號之1(烏來遊客中心),烏來區,121.55198,24.86493
C1_382000000A_110626,黃金瀑布,新北市,新北市224瑞芳區金水公路,瑞芳區,121.86157,25.11718
C1_382000000A_110633,新北市政府景觀瞭望台,新北市,新北市220板橋區中山路一段161號32樓,板橋區,121.46554,25.01224
C1_382000000A_110650,牧師樓,新北市,新北市251淡水區真理街32號,淡水區,121.43447,25.17518
C1_382000000A_110651,芝柏藝術村,新北市,新北市252三芝區芝柏路,三芝區,121.51231,25.25516
C1_382000000A_110656,八連溪休閒步道,新北市,新北市252三芝區淡金公路18.5公里處(2號省道),三芝區,121.49342,25.26008
C1_382000000A_110657,無極真元天壇(天元宮),新北市,新北市251淡水區北新路3段36號,淡水區,121.48609,25.18566
C1_382000000A_110659,八里(渡船頭)老街,新北市,新北市249八里區渡船頭街,八里區,121.4347,25.15844
C1_382000000A_110660,烏來老街,新北市,新北市233烏來區烏來街,烏來區,121.55162,24.86414
C1_382000000A_110661,鶯歌老街,新北市,新北市239鶯歌區文化路、尖山埔路,鶯歌區,121.35084,24.95199
C1_382000000A_110662,菁桐鐵道故事館,新北市,新北市226平溪區菁桐街54號,平溪區,121.72343,25.02381
C1_382000000A_110665,酋長文化歌舞劇場,新北市,新北市233烏來區烏來里瀑布路34號,烏來區,121.55104,24.848
C1_382000000A_110668,九份金礦博物館,新北市,新北市224瑞芳區九份頌德里石碑巷66號,瑞芳區,121.8423,25.10794
C1_382000000A_110669,新店文史館,新北市,新北市231新店區北新路一段92號,新店區,121.54307,24.96827
C1_382000000A_110672,富士坪古道,新北市,新北市207萬里區富士坪古道,萬里區,121.61972,25.1559
C1_382000000A_110673,鹿堀(窟)坪古道,新北市,新北市207萬里區鹿堀(窟)坪,萬里區,121.62032,25.16934
C1_382000000A_110674,磺港漁港,,新北市208金山區磺溪下游出海口,,121.64774,25.23042
C1_382000000A_110680,慈母峰登山步道,新北市,新北市226平溪區石底里靜安路二段,平溪區,121.7382,25.0191
C1_382000000A_110699,十分車站,新北市,新北市226平溪區十分街51號,平溪區,121.77501,25.04099
C1_382000000A_110700,望古車站,新北市,新北市226平溪區望古車站,平溪區,121.76375,25.03451
C1_382000000A_110701,大華車站,新北市,新北市226平溪區226六分12號旁,平溪區,121.79794,25.04982
C1_382000000A_110702,三貂嶺車站,新北市,新北市224瑞芳區碩仁里魚寮路1號,瑞芳區,121.82256,25.06554
C1_382000000A_110703,嶺腳車站,新北市,新北市226平溪區嶺腳車站,平溪區,121.7481,25.03012
C1_382000000A_110733,金瓜寮茶香生態村,新北市,新北市232坪林區金瓜寮,坪林區,121.68116,24.91844
C1_382000000A_110735,大棟山,桃園市,新北市238樹林區大棟山登山步道,龜山區,121.38428,24.99599
C1_382000000A_110746,前清英國領事館,新北市,新北市251淡水區中正路28巷1號,淡水區,121.4335,25.17535
C1_382000000A_110748,猴硐煤礦博物園區,新北市,新北市224瑞芳區猴硐柴寮路42號(猴硐火車站正對面),瑞芳區,121.82785,25.08687
C1_382000000A_110749,運煤橋,新北市,新北市224瑞芳區猴硐柴寮路42號(願景館)靠基隆河側,瑞芳區,121.82783,25.08601
C1_382000000A_110750,瑞三礦業整煤廠,新北市,新北市224瑞芳區猴硐柴寮路42號(願景館)旁,瑞芳區,121.82748,25.08634
C1_382000000A_110760,手信坊創意和菓子文化館,新北市,新北市236土城區國際路55號,土城區,121.46661,24.97804
C1_382000000A_110761,許新旺陶瓷紀念博物館,新北市,新北市239鶯歌區尖山埔路81號,鶯歌區,121.3478,24.9509
C1_382000000A_110762,茶山房肥皂文化體驗館,新北市,新北市237三峽區白雞路64-11號,三峽區,121.38411,24.91234
C1_382000000A_110763,三峽農特產文化館,新北市,新北市237三峽區正義街18號,三峽區,121.36979,24.91991
C1_382000000A_110767,烏來吊橋,新北市,新北市233烏來區烏來立體停車場(烏來老街旁),烏來區,121.55061,24.86682
C1_382000000A_110768,烏來遊客中心,新北市,新北市233烏來區烏來里烏來街45-1號,烏來區,121.55198,24.86493
C1_382000000A_110769,獅頭山登山步道,新北市,新北市231新店區碧潭東岸,新店區,121.54834,24.95622
C1_382000000A_110783,石碇淡蘭藝文館,新北市,新北市223石碇區石碇村石碇東街87號,石碇區,121.65974,24.99095
C1_382000000A_110786,一滴水紀念館,新北市,新北市251淡水區中正路一段6巷30號(和平公園內),淡水區,121.43077,25.17822
C1_382000000A_110787,光淙金工藝術館,新北市,新北市244林口區粉寮路一段104號,林口區,121.40011,25.08193
C1_382000000A_110788,宏洲磁磚觀光工廠,新北市,新北市239鶯歌區中正三路230巷16號,鶯歌區,121.3299,24.94018
C1_382000000A_110789,琉傳天下琉星花園,新北市,新北市251淡水區忠寮里口湖子1-7號,淡水區,121.47665,25.18952
C1_382000000A_110790,空軍三重一村,新北市,新北市241三重區正義南路86巷,三重區,121.49949,25.05773
C1_382000000A_110797,北大特區藝術大道,新北市,新北市237三峽區學勤路,三峽區,121.37539,24.94635
C1_382000000A_110799,新山夢湖,新北市,新北市221汐止區夢湖路,汐止區,121.63604,25.1279
C1_382000000A_110802,猴硐貓村,新北市,新北市224瑞芳區光復里,瑞芳區,121.8268,25.0872
C1_382000000A_110804,山宛然客家布袋戲團,新北市,新北市220板橋區縣民大道三段83號3樓(山宛然劇團辨公室),板橋區,121.47554,25.02183
C1_382000000A_110808,澳底漁港,新北市,新北市228貢寮區真理里,貢寮區,121.92651,25.05747
C1_382000000A_110809,遠望坑親水公園,新北市,新北市228貢寮區,貢寮區,121.92997,25.00253
C1_382000000A_110814,龍門公園(龍門露營度假基地),新北市,新北市228貢寮區福隆村興隆街100號(台2線100公里處),貢寮區,121.93859,25.01879
C1_382000000A_110815,中角灣(中角灣國際衝浪基地),新北市,新北市208金山區台2線39公里處,金山區,121.6334,25.2412
C1_382000000A_110816,水尾景觀公園,新北市,新北市208金山區中角海灘,金山區,121.6425,25.22104
C1_382000000A_110819,烏來觀光台車,新北市,新北市233烏來區覽勝大橋與溫泉路口交會處,烏來區,121.55109,24.86131
C1_382000000A_110824,大漢溪自行車道,新北市,新北市238樹林區環河道路,板橋區,121.45176,25.01075
C1_382000000A_110825,新店溪自行車道,新北市,新北市231新店區,新店區,121.53674,24.95929
C1_382000000A_110826,風芝門自行車道,新北市,新北市252三芝區淺水灣,三芝區,121.50294,25.27744
C1_382000000A_110827,萬金自行車道,新北市,新北市207萬里區金山區,金山區,121.64583,25.22167
C1_382000000A_110828,坪林觀魚步道,新北市,新北市232坪林區水柳腳,坪林區,121.70458,24.93265
C1_382000000A_110829,舊草嶺隧道,新北市,新北市228貢寮區福隆里,貢寮區,121.95834,25.00395
C1_382000000A_110830,石碇北宜公路,新北市,新北市223石碇區石崁路與雙青公路交接口處,石碇區,121.65301,24.99795
C1_382000000A_110832,林益和堂中藥店,新北市,新北市227雙溪區長安街3號,雙溪區,121.86456,25.0346
C1_382000000A_110833,雙溪老街,新北市,新北市227雙溪區長安街15號,雙溪區,121.86448,25.03461
C1_382000000A_110836,新北市政府行政大樓,新北市,新北市220板橋區中山路1段161號,板橋區,121.46554,25.01228
C1_382000000A_110837,博愛藝術街,新北市,新北市234永和區博愛街,永和區,121.51781,25.01584
C1_382000000A_110844,烏來空中纜車,新北市,新北市233烏來區瀑布路1-1號,烏來區,121.55159,24.84904
C1_382000000A_110847,礦工宿舍,新北市,新北市224瑞芳區光復里柴寮路,瑞芳區,121.82487,25.07917
C1_382000000A_110851,小赤壁,新北市,新北市231新店區碧潭風景區內,新店區,121.53468,24.95743
C1_382000000A_110857,祈堂老街(金瓜石老街),新北市,新北市224瑞芳區金瓜石祈堂路,瑞芳區,121.85853,25.10966
C1_382000000A_110860,牡丹車站,新北市,新北市227雙溪區牡丹里牡丹路159號,雙溪區,121.85199,25.05877
C1_382000000A_110861,雙溪車站,新北市,新北市227雙溪區新基里朝陽街1號,雙溪區,121.86653,25.03855
C1_382000000A_110865,十三層親水園區,新北市,新北市227雙溪區,雙溪區,121.85376,25.07851
C1_382000000A_110869,根德水車園區,新北市,新北市252三芝區淡金路一段(2號省道18.3公里處),三芝區,121.48954,25.26119
C1_382000000A_110870,櫻木花道,新北市,新北市252三芝區大湖路(鄉道北7線),三芝區,121.47742,25.24855
C1_382000000A_110877,蘆洲李宅古蹟-李友邦將軍紀念館,新北市,新北市247蘆洲區中正路243巷19號,蘆洲區,121.46665,25.08539
C1_382000000A_110883,汐止老街,新北市,新北市221汐止區中正路,汐止區,121.66237,25.07032
C1_382000000A_110889,水湳洞遊客中心(山城食堂),新北市,新北市224瑞芳區濂洞里洞頂路155-8號,瑞芳區,121.86161,25.12193
C1_382000000A_110890,山城美館展演藝廊,新北市,新北市224瑞芳區濂洞里洞頂路155-8號,瑞芳區,121.86137,25.12239
C1_382000000A_110892,國際終戰和平紀念園區,新北市,新北市224瑞芳區金瓜石祈堂路40號旁,瑞芳區,121.85833,25.11093
C1_382000000A_110901,板橋車站,新北市,新北市220板橋區縣民大道2段7號,板橋區,121.46327,25.01446
C1_382000000A_110923,水湳洞十三層遺址,新北市,新北市224瑞芳區(約九份溪出海口兩岸),瑞芳區,121.86466,25.11827
C1_382000000A_110925,蔡家洋樓,新北市,新北市226平溪區嶺腳里嶺腳街(嶺腳車站附近),平溪區,121.7488,25.03092
C1_382000000A_110926,菁桐煤礦紀念公園,新北市,新北市226平溪區菁桐街50號,平溪區,121.72446,25.02484
C1_382000000A_110930,烏來林業生活館,新北市,新北市233烏來區瀑布路1-2號,烏來區,121.55172,24.84851
C1_382000000A_110938,莊貢生古厝,新北市,新北市227雙溪區梅竹蹊67號,雙溪區,121.84689,25.03113
C1_382000000A_110941,平溪石底橋,新北市,新北市226平溪區(平溪街與106縣道路交接處),平溪區,121.73876,25.02467
C1_382000000A_110947,廣安宮,新北市,新北市208金山區金包里街104號,金山區,121.63832,25.22189
C1_382000000A_110955,關渡大橋,新北市,新北市249八里區龍米路一段170號,淡水區,121.45747,25.12572
C1_382000000A_110958,蘆堤寵物公園,新北市,新北市248五股區環提大道,五股區,121.45448,25.08736
C1_382000000A_110960,幸福水漾公園,新北市,新北市241三重區疏洪16路,三重區,121.47858,25.06062
C1_382000000A_110964,龜吼漁港,新北市,新北市207萬里區漁澳路85-3號(龜吼漁港安檢所),萬里區,121.68895,25.19649
C1_382000000A_110967,福隆車站,新北市,新北市228貢寮區福隆里福隆街2號,貢寮區,121.94472,25.01589
C1_382000000A_110968,大屯溪古道休閒農場,新北市,新北市252三芝區北新庄三板二橋(大屯溪古道旁),三芝區,121.53684,25.194
C1_382000000A_110969,玉美人孕婦裝觀光工廠,新北市,新北市220板橋區四川路2段16巷10號5樓,板橋區,121.45602,24.9973
C1_382000000A_110972,鶯歌車站,新北市,新北市239鶯歌區文化路68號,鶯歌區,121.35515,24.95457
C1_382000000A_110978,東興宮,新北市,新北市228貢寮區福隆里東興街3號,貢寮區,121.95038,25.02048
C1_382000000A_111403,淡水渡船頭,新北市,新北市251淡水區環河道路,淡水區,121.4388,25.17003
C1_382000000A_111420,彭園 (台陽公司附設醫院),新北市,新北市224瑞芳區豎崎路41號,瑞芳區,121.84313,25.10936
C1_382000000A_111421,金瓜石地質公園 (本山礦體),新北市,新北市224瑞芳區102縣道18公里處,瑞芳區,121.85878,25.10166
C1_382000000A_111422,九份遊客中心,新北市,新北市224瑞芳區汽車路89號,瑞芳區,121.84341,25.10982
C1_382000000A_111423,十分風景特定區(十分遊客中心),新北市,新北市226平溪區南山坪136號,平溪區,121.78285,25.04741
C1_382000000A_112138,德興居(歐里人文咖啡),新北市,新北市222深坑區深坑街48號,深坑區,121.6151,25.00182
C1_382000000A_112146,猴硐車站,新北市,新北市224瑞芳區猴硐柴寮路70號,瑞芳區,121.82753,25.0868
C1_382000000A_112147,福隆遊客服務中心,新北市,新北市228貢寮區福隆里興隆街38號,貢寮區,121.94255,25.01718
C1_382000000A_112154,大羅蘭溪,新北市,新北市233烏來區福山部落,烏來區,121.50069,24.77468
C1_382000000A_112159,平溪藍染工作坊,新北市,新北市226平溪區白石里白石腳 24之1號,三峽區,121.36922,24.93458
C1_382000000A_112175,三鶯陶花源,新北市,新北市239鶯歌區館前路300號,鶯歌區,121.35828,24.95324
C1_382000000A_112240,坪之鄉自然生態茶園,新北市,新北市232坪林區粗窟村仁里13號,坪林區,121.68715,24.92862
C1_382000000A_112241,金溪駐在所,新北市,新北市232坪林區金瓜寮17號,坪林區,121.68187,24.91594
C1_382000000A_112378,陳逢顯毫芒雕刻博物館,新北市,新北市231新店區安康路一段207巷17號,新店區,121.52497,24.96118
C1_382000000A_112381,陽光運動公園,新北市,新北市231新店區安業街,新店區,121.52029,24.97697
C1_382000000A_112392,甘樂文創展演空間,新北市,新北市237三峽區民權街84巷12之1號,三峽區,121.369,24.93327
C1_382000000A_112404,府中15新北市動畫故事館暨新北市紀錄片放映院,新北市,新北市220板橋區府中路15號,板橋區,121.45962,25.00939
C1_382000000A_112410,三鶯藝術村,新北市,新北市239鶯歌區館前路300號,鶯歌區,121.35824,24.95349
C1_382000000A_112412,汪洋居古厝,新北市,新北市239鶯歌區文化路275、277、279號,鶯歌區,121.35327,24.95267
C1_382000000A_112420,三個磅空自行車道,新北市,新北市224瑞芳區猴硐柴寮路北側外圍(福住隧道旁),瑞芳區,121.82823,25.08833
C1_382000000A_112430,猴硐貓橋,新北市,新北市224瑞芳區柴寮路70號,瑞芳區,121.82747,25.087
C1_382000000A_112492,烏來瀑布遊客中心,新北市,新北市233烏來區瀑布路34號,烏來區,121.55126,24.84845
C1_382000000A_112494,土城區原住民族生態公園,新北市,新北市236土城區永寧路68巷,土城區,121.42953,24.95293
C1_382000000A_112496,樹林原住民主題部落公園,新北市,新北市238樹林區鹿角溪濕地下游300公尺,樹林區,121.41182,24.96983
C1_382000000A_112500,米靈岸音樂劇場,新北市,新北市231新店區新北 市北新路一段297巷21號3樓,新店區,121.54075,24.96791
C1_382000000A_112529,菁桐電子天燈館,新北市,新北市226平溪區靜安路2段141號,平溪區,121.72251,25.0233
C1_382000000A_112548,靈鷲山無生道場,新北市,新北市228貢寮區福連里香蘭街7-1號,貢寮區,121.97316,25.01777
C1_382000000A_112549,新月橋,新北市,新北市220板橋區環河道路,板橋區,121.45314,25.02733
C1_382000000A_112671,台灣不二衛生套知識館,新北市,新北市251淡水區行忠路132號,淡水區,121.4551,25.19864
C1_382000000A_112672,吳福洋襪子故事館,新北市,新北市244林口區工二工業區工九路3號,林口區,121.40141,25.07585
C1_382000000A_112673,王鼎時間科藝體驗館,新北市,新北市236土城區大暖路136號,土城區,121.42366,24.956
C1_382000000A_112674,台灣農林大寮茶文館,新北市,新北市237三峽區竹崙路142巷2號,三峽區,121.43459,24.90957
C1_382000000A_112746,阮的肉干產業概念館,新北市,新北市241三重區重新路4段27號,三重區,121.48839,25.05788
C1_382000000A_112783,淡水藝術工坊,新北市,新北市251淡水區中正路298號,淡水區,121.43744,25.17226
C1_382000000A_112786,綠光農園,新北市,新北市232坪林區北宜路八段160號,坪林區,121.7073,24.9344
C1_382000000A_112787,翡翠茶園,新北市,新北市223石碇區北宜路6段13股巷6號,石碇區,121.63729,24.94324
C1_382000000A_112788,富貴角藝術園區(風藝術園區),新北市,新北市253石門區富基里富貴角,石門區,121.53732,25.2919
C1_382000000A_112799,藍染遊客服務中心,新北市,新北市237三峽區仁愛街47號,三峽區,121.36865,24.93315
C1_382000000A_112838,貂山古道(無緣之墓登山步道),新北市,新北市227雙溪區瑞芳區102縣道約17公里處,雙溪區,121.8563,25.0873
C1_382000000A_112866,雲門劇場,新北市,新北市251淡水區中正路一段6巷36號,淡水區,121.42932,25.18017
C1_382000000A_112882,基隆山步道,新北市,新北市224瑞芳區山尖路174-1號旁,瑞芳區,121.84746,25.11181
C1_382000000A_112887,磅坑口,新北市,新北市224瑞芳區九份輕便路輕便路350號旁,瑞芳區,121.83952,25.10875
C1_382000000A_112913,本山五坑,新北市,新北市224瑞芳區金瓜石金光路8號(黃金博物館園區),瑞芳區,121.85896,25.10659
C1_382000000A_112926,樹梅坪古道,新北市,新北市224瑞芳區102縣道18.7~18.8公里處,瑞芳區,121.84961,25.10137
C1_382000000A_112966,大粗坑古道,新北市,新北市224瑞芳區大粗坑,瑞芳區,121.84224,25.09123
C1_382000000A_209657,淡水金色水岸,新北市,新北市251淡水區環河道路,淡水區,121.44375,25.16786
C1_382000000A_209954,三才靈芝農場,新北市,新北市223石碇區中民里十八重溪52-1號,石碇區,121.67503,25.01336
C1_382000000A_302751,望古瀑布,新北市,新北市226平溪區慶和橋26號(望古車站旁),平溪區,121.7588,25.03488
C1_382000000A_302752,雙溪渡船頭,新北市,新北市227雙溪區泰昌街,雙溪區,121.86434,25.03432
C1_382000000A_302753,新板特區,新北市,新北市220板橋區(板橋火車站周邊),板橋區,121.46687,25.01243
C1_382000000A_302757,舊草嶺環狀自行車道,新北市,新北市228貢寮區,貢寮區,121.95831,25.0049
C1_382000000A_302759,貓公所籌備處,新北市,新北市224瑞芳區光復里柴寮路343號,瑞芳區,121.82747,25.088
C1_382000000A_302763,外按古道,新北市,新北市223石碇區石碇雙溪口與石碇老街之間,石碇區,121.65958,24.99098
C1_382000000A_302764,草嶺古道,新北市,新北市228貢寮區 遠望坑到宜蘭縣頭城鎮之大里之間,貢寮區,121.92955,24.99984
C1_382000000A_302768,三貂嶺瀑布步道,新北市,新北市224瑞芳區碩仁里魚寮路1號,瑞芳區,121.81182,25.06158
C1_382000000A_302769,嶺腳寮山登山步道,新北市,新北市226平溪區嶺腳車站附近,平溪區,121.74852,25.03137
C1_382000000A_302775,雙溪低碳驛站,新北市,新北市227雙溪區自強路,雙溪區,121.86646,25.03897
C1_382000000A_400297,得忌利士商行,新北市,新北市251淡水區中正路316、316-1號,淡水區,121.43692,25.17261
C1_382000000A_400300,新北市立圖書館,新北市,新北市220板橋區貴興路139號,板橋區,121.45515,25.00149
C1_382000000A_400311,鴨鴨公園,新北市,新北市241三重區環河南路299號,三重區,121.49076,25.0487
C1_382000000A_402118,鐵道地景公園,新北市,新北市238樹林區山佳街28號,樹林區,121.39449,24.97291
C1_382000000A_402150,瑞芳老街,新北市,新北市224瑞芳區瑞芳路逢甲路、瑞芳街一帶,瑞芳區,121.80655,25.10954
C1_382000000A_402213,土城藝文館,新北市,新北市236土城區和平路24號,土城區,121.4432,24.97315
C1_382000000A_402214,太極嶺,新北市,新北市236土城區石門路85-1號(山中湖餐廳)旁,土城區,121.46361,24.95414
C1_382000000A_402217,星光橋,新北市,新北市221汐止區鄉長路一段,汐止區,121.66255,25.07645
C1_382000000A_402220,北勢溪自行車道,新北市,新北市232坪林區坪雙公路,坪林區,121.71177,24.94349
C1_382000000A_402222,淡水漁人舞台,新北市,新北市251淡水區觀海路83號,淡水區,121.41486,25.18172
C1_382000000A_402250,三芝田心,新北市,新北市252三芝區興華里奎柔山路(北八鄉道4.5公里處),三芝區,121.49116,25.20576
C1_382000000A_402251,野柳里登山步道,新北市,新北市207萬里區港東路6至8號間巷弄,萬里區,121.68549,25.19831
C1_382000000A_402318,泰平假日農夫市集(壽山宮假日農夫市集),新北市,新北市227雙溪區泰平里溪尾寮45號 壽山宮牌樓下,雙溪區,121.82142,24.96838
C1_382000000A_402390,楓樹湖,新北市,新北市251淡水區楓樹湖,淡水區,121.49918,25.18721
C1_382000000A_402418,芝蘭公園(芝蘭觀景平台),新北市,新北市252三芝區,三芝區,121.47253,25.25412
C1_382000000A_402655,銀河洞登山步道,新北市,新北市231新店區銀河路,新店區,121.58338,24.95851
C1_382000000A_402690,陀彌天 紫竹林寺,新北市,新北市231新店區松林路1號,新店區,121.54694,24.91192
C1_382000000A_402770,樂福卡丁小型賽車場,新北市,新北市249八里區荖阡坑路18之18號,八里區,121.39797,25.14211
C1_382000000A_402787,淡水重建街,新北市,新北市251淡水區淡水重建街,淡水區,121.43989,25.17157
C1_382000000A_402831,嵩山社區-百年石砌梯田,新北市,新北市253石門區山溪里6-5號,石門區,121.56694,25.24611
C1_382000000A_402836,新北市立圖書館林口分館,新北市,新北市244林口區忠孝二路55號4-5樓,林口區,121.36408,25.06974
C1_382000000A_402837,新北市立圖書館林口東勢閱讀室,新北市,新北市244林口區麗園一街35號2樓,林口區,121.37749,25.06875
C1_382000000A_402867,幸運草地景溜滑梯,新北市,新北市241三重區疏洪東路一段,三重區,121.48119,25.05676
C1_382000000A_402889,愛皮嘻時尚文創工坊,新北市,新北市241三重區光復路一段61巷27號4樓,三重區,121.47352,25.04922
C1_382000000A_402891,滬尾櫻花大道,新北市,新北市251淡水區鄧公路,淡水區,121.46148,25.16879
C1_382000000A_402920,興南夜市,新北市,新北市235中和區信義街、景新街410巷,中和區,121.51073,24.98997
C1_382000000A_402933,湳仔溝鐵馬驛站,新北市,新北市220板橋區環河西路五段500號,板橋區,121.44806,25.02114
C1_382000000A_402934,辰光橋,新北市,新北市241三重區疏洪十六路,三重區,121.47998,25.05491
C1_382000000A_402944,新北市滬尾防災宣導主題館,新北市,新北市251淡水區中正路15巷5號,淡水區,121.43733,25.172
C1_382000000A_403016,陳萬乞古厝,新北市,新北市221汐止區禮門街旁,汐止區,121.65619,25.06837
C1_382000000A_403022,員山公園,新北市,新北市235中和區員山路455巷,中和區,121.48009,25.00415
C1_382000000A_403025,滬尾藝文休閒園區,新北市,新北市251淡水區中正路一段2號,淡水區,121.42859,25.17581
C1_382000000A_403026,中港大排親水步道,新北市,新北市242新莊區中原路191號,新莊區,121.45209,25.05421
C1_382000000A_403062,汪汪地瓜園產業故事館,新北市,新北市207萬里區加投路197-6號,萬里區,121.64424,25.21498
C1_382000000A_403065,文山煤礦公車站,新北市,新北市207萬里區石碇區番子坑,石碇區,121.67719,25.01064
C1_382000000A_403100,八里十三行文化公園兒童遊戲場,新北市,新北市249八里區挖子尾街111號,八里區,121.41163,25.16486
C1_382000000A_403101,王子創意文具國,新北市,新北市244林口區粉寮路一段86號,林口區,121.39803,25.08029
C1_382000000A_403102,安美得傷口照護產業文化館,新北市,新北市248五股區五權路七巷6號8樓,五股區,121.44844,25.06556
C1_382000000A_403104,聖瑪莉丹麥麵包莊園,新北市,新北市236土城區中山路21號,土城區,121.41809,24.96305
C1_382000000A_403105,連淨綠色科技概念館,新北市,新北市231新店區寶興路45巷9弄4號1樓,新店區,121.54951,24.97477
C1_382000000A_403106,坪林茶產業文化館,新北市,新北市232坪林區坪林街103號2樓,坪林區,121.71168,24.93634
